,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2020-03-10,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,0,0
2020-03-21,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,0,0,0,0,0,0,0,0,0
2020-03-24,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0,0,0,0,0
2020-03-26,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,0,0,0,0,0,0,0,0,0
2020-03-28,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0
2020-03-30,3,1,0,2,0,0,0,0,0,0
2020-03-31,1,0,0,1,0,0,0,0,0,0
2020-04-01,1,0,0,1,0,0,0,0,0,0
2020-04-02,1,1,0,0,0,0,0,0,0,0
2020-04-03,1,1,0,0,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0,0,0,0,0
2020-04-05,1,0,1,0,0,0,0,0,0,0
2020-04-06,3,2,1,0,0,0,0,0,0,0
2020-04-07,1,0,0,0,0,1,0,0,0,0
2020-04-08,3,0,0,3,0,0,0,0,0,0
2020-04-09,1,0,0,1,0,0,0,0,0,0
2020-04-10,1,0,0,0,1,0,0,0,0,0
2020-04-11,4,1,2,1,0,0,0,0,0,0
2020-04-12,3,2,0,0,1,0,0,0,0,0
2020-04-13,1,1,0,0,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0,0,0,0,0
2020-04-15,1,0,0,1,0,0,0,0,0,0
2020-04-16,2,1,0,1,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0
2020-04-19,2,0,1,0,0,0,0,0,0,1
2020-04-20,1,0,1,0,0,0,0,0,0,0
2020-04-21,3,0,0,2,0,0,0,0,1,0
2020-04-22,3,1,0,2,0,0,0,0,0,0
2020-04-23,3,0,0,3,0,0,0,0,0,0
2020-04-24,1,1,0,0,0,0,0,0,0,0
2020-04-25,2,1,0,1,0,0,0,0,0,0
2020-04-26,4,0,0,2,2,0,0,0,0,0
2020-04-27,3,0,0,3,0,0,0,0,0,0
2020-04-28,2,0,0,2,0,0,0,0,0,0
2020-04-29,4,0,0,2,2,0,0,0,0,0
2020-04-30,3,0,0,3,0,0,0,0,0,0
2020-05-01,4,0,0,2,0,0,0,0,2,0
2020-05-02,5,0,0,4,0,0,0,0,1,0
2020-05-03,5,0,0,2,1,0,0,0,2,0
2020-05-04,6,0,0,4,0,0,1,1,0,0
2020-05-05,4,1,0,2,0,0,0,0,1,0
2020-05-06,5,0,0,4,0,0,0,0,1,0
2020-05-07,11,0,0,2,1,0,0,0,8,0
2020-05-08,4,0,0,1,0,0,0,0,3,0
2020-05-09,8,0,0,3,1,0,0,0,4,0
